Email,isSpam
No. I can fill you in later but there is no financeable value to the ercs.--------------------------Sent from my BlackBerry Wireless Handheld (www.BlackBerry.net),0
"Last time I have a chat with Pickering.-----Original Message-----From: Pickering, Mark Sent: Saturday, September 15, 2001 8:58 AMTo: Lavorato, JohnSubject: FW: New Building Standards -----Original Message----- From: Pickering, Mark Sent: Sat 15/09/2001 08:56 To: Cc: Piper, Greg Subject: FW: New Building StandardsHi John, Following our chat yesterday (see memo below). As I get into the role I will work on reducing our costs across the company. I think that if we can make the costs more apparant to the employee and their supervisors, we can make the employees self regulate what they have. i.e. buy less, save directly at the bottom line, increase Enron's profit ratio and get the stock price back up.   MRP -----Original Message----- From: Pickering, Mark Sent: Sat 15/09/2001 08:50 To: Rub, Jenny; Bucknell, Martin Cc: Subject: New Building StandardsJenny/Martin, John Lavorato had a bit of a go yesterday about all the hardware we've ordered for the new building i.e. 8000 new screens. He complained about assistants having multiple flat screens etc and he generally complained about Bibi's policy of giving the best to everyone. He used the example of many trading houses that he has seen on TV in the recent news coverage as still having CRT's for their traders.Can you let me know if we currently have standard configurations both in the new and old building of what we give people at certain levels.I want us to start working on making employees understand the cost and getting them to think about saving money. We can start to do this by publishing openly the costs of each component of typical setups. We could also ask people to turn in equipment they may have that they dont need and we can redeploy (we did this effectively in Europe).You will probably tell me we already do this, and thats good, just show me.This will become a general theme. ThanksMRP    ",0
You have received this email because the requester specified you as their Manager. Please click http://itcapps.corp.enron.com/srrs/auth/emailLink.asp?ID=000000000031067&Page=Approval to review and act upon this request.Request ID          : 000000000031067Request Create Date : 4/25/01 8:11:46 AMRequested For       : tammie.schoppe@enron.comResource Name       : \\nahoutrd\houston\pwr\common\Electric - [Read]Resource Type       : Directory,0
"Louise,at the moment.......Beth Perlman, Zhiyong Wei and Dave Nommensen are out of the office for a few days, so it's a little difficult to work through the resource issues. However, I've got some dialog going with some of the other technical resources (like Francis Lim, and Sanjay Gupta) at the moment.As the TAGG/ERMS team has a large task list (prioritised by the business on a bi-weekly basis), I've asked them to produce a list of all North America tasks, paying particular attention to those that may have been poorly prioritised. I'm doing this so we can identify which resources are working towards the GTV.I'd still like the opportunity of getting a Global Valuation presentation to you before we dismember the team though, and would appreciate 1/2 hour of your time if you can spare it, over the next couple of days. Would this be possible ?regardsSteve",0
"Concur Expense (XMS)Common Questions1.  Where can I find online documentation on Concur Expense?Answer: Documentation on Concur Expense is stored in the ISC Document Library.   Go to the following link:http://isc.enron.com/site/doclibrary/user/default.asp  and click on the XMS - Concur Expense folder on the left.2. How can I sign up for Concur Expense training and how much does it cost?Answer: Go to the following link: http://iscedcenter.enron.com/docentlm/login.htm.  Log in using your Enron email address.  Enter your birth date as the password in the following format: MMDDYYYY.  Under the Courses section, select Concur Expense (XMS).  This will show the training schedule.  Click the Enroll button to sign up for a class.  The cost is $250.3. Will old XMS expense reports be converted to the new Concur Expense system?Answer: No.  History data was not converted to the new system because of our move to an Application Service Provider (ASP) solution for Concur Expense.4. How can I view my old expense reports?Answer: Call the ISC Customer Care group at 713-345-4727.  The ISC will be responsible for printing out old expense reports and forwarding them to you.  Other options are being reviewed to allow you to view old expense reports.5. Are there any Enron specific help instructions for Concur Expense?Answer: Yes.  If you log into Concur Expense, you will see a link to Enron Help on the Concur Expense home page under the Company Links section.  Also you will see a button for Enron Help at the top of the screen when entering expense reports.6. Is Enron's Travel Policy available in Concur Expense?Answer: Yes. If you log into Concur Expense, you will see a link to Travel Policy on the Concur Expense home page under the Company Links section.  Also you will see a button for Travel Policy at the very top of the screen when entering expense reports7. What if I am unable to see any of my credit card charges in Concur Expense?Answer: Since there are a number of factors that could cause this problem, it is best to call the ISC Customer Care group first.  The ISC will research the problem and get back to you with an answer.8. Does Concur Expense have a time-out feature?Answer: Yes.  Concur Expense will automatically time out after 20 minutes of inactivity.9. How do I enter foreign currency into Concur Expense?Answer: Go to the ISC Document Library described in #1 above.  Go to the XMS - Concur Expense folder.  Next go to the Special Procedures folder and following the directions stated in the document called Add a Foreign Currency Expense to an Expense Report.10. Are there any other sources to quickly get me started using Concur Expense?Answer: Yes.  Concur Expense provides a Quick Tour for new users.  Log into Concur Expense and click the Help button in the top right corner of the screen.  Then click the button labeled Quick Tour at the top of the help screen.  The ISC intranet home page also contains some helpful information.  The following link summarizes some of the topics discussed above:  http://isc.dev.corp.enron.com/site/XMSchange.htm.11. Can you quickly describe some of the internal changes in the new Concur Expense system?Answer:  There are minimal changes in the new upgrade.  Here is a list:?	The first screen only has one tab instead of two?	New expense types were added?	Attendees and approvers will now be printed on the expense reports?	Manager and receipt dunning notices will be sent out?	The statistical order and statistical WBS element fields have been separated outPlease direct all other questions to the ISC Customer Care group at 713-345-4727.",0
"Louise,The GTV II team has a weekly status meeting on Mondays. Yesterday, we had our first status meeting. Please see below for the current status of the project. Please see the attached file for the update of project timeline in Microsoft Project.GTV status meeting attendees:  Zhiyong Wei, Karima Husain, Francis Lim, Jeremy Wong, Bill Fortney, Nayan Dattani, Mike Swaim, Dave Nommensen, Russ Severson, George Grant.Accomplishments:?	Incorporating physcial deal positions in TDS:o	Changes to CPR reader process have been completed.o	Changes for the view aggregation are 80% done.o	Changes for the position manager are in progress and are about 30% completed.?	Single point of deal entry for term deals:o	Establishing communication between TDS client & Sitara server is in progress.?	Gas Daily deals:o	Changes to TDS deal valuation are in progress.o	Creating GDI Calc in ERMS is in progress.?	Live feeds for Gas Daily/intra-month curves:o	Development of live feeds is in progress. Goef has been contacted regarding how to use the features.Plans for the week ending 3/30/01:?	Continue the development of GTV II phase 1.?	Commence the work on GTV II Phase 2 inception document.Issues:None. RegardsZhiyong",0
"Please find below the GTV weekly project status update and the attached file for the updated project time lines.GTV status meeting attendees:  Zhiyong Wei, Russ Severson, Jeremy Wong, Francis Lim, Chuck Ames, Geoff Storey, Karima Husain, Jay Krish, Mike Swaim, Nayan Dattani, George Grant, Dave Nommensen, Narasim Kasaru, Dat Truong.Accomplishments:?	Incorporating physical deal positions in TDS:o	Changes for the view aggregation have been completed.o	Expandable Total in Cash Position has been completed.?	Single point of deal entry for term deals:o	Phase 1 of single point of deal entry for term deals is in user test.?	Gas Daily deals:o	Revisions for changes to PortCalc application to create GDI calc in ERMS have been worked on, and are in user test.o	Curve shift reports are under development and will be completed this week.?	Live feeds for Gas Daily/intra-month curves:o	Released to production.?	Option Grid (phase 2):o	Released to production.?	Gas Daily options (phase 2):o	Changes to PortCalc application have been completed and in user test.o	The Option Delta Change Forward Month report has been completed and in user test.?	Basis Options (phase 2):o	Development of deal entry type for Basis Options has been completed in TAGG.o	Development of loading correlation curves has been completed.Plans for the week ending 6/8/01:?	Continue IT development of Phase I items.o	Changes to curve shift report for GDI Calc.o	Change CPR PortCalc to value outer month positions.?	Continue IT development of Phase II issues.Issues / Open Items:NoneNotes?	PortCalc changes for Gas Daily and CPR deals have been taking longer than originally estimated due to new items and complexities uncovered during development.?	The user acceptance test for Cash Position in TDS has been held up by the PortCalc changes.?	For phase 1 Single Point of Deal Entry for Term Deals, the user acceptance test uncovered some additional work needed. The team has been working closely with Geof, Chuck, Russ and George to provide the needed functionalities.?	The user has been testing the changes for Gas Daily Options (Phase 2) for the last few weeks. IT development was completed a few weeks ago. No new changes have been requested. ThanksZhiyong",0
"As promised. I'm comfortable with the attached. Let me know if you have any questions or concerns. thanks, rob -----Original Message-----From: 	Hanslip, David  Sent:	Friday, September 28, 2001 4:21 PMTo:	Milnthorp, RobCc:	Cappelletto, NellaSubject:	2002 Plan Summary for Commercial SupportHere is the revised budget spreadsheet. ",0
"Generations Investments YTD balance is all MPR activity, so we didn't pick up b/c we're showing only originations- should we add? I don't see any originations tagged to him specifically. -----Original Message-----From: 	Kitchen, Louise  Sent:	Monday, October 15, 2001 5:58 PMTo:	Killen, FaithSubject:	FW: End of quarter origination numbersI think we are missing - Generation investments and Mitch Robinson's group. -----Original Message-----From: 	Kitchen, Louise  Sent:	Friday, October 12, 2001 5:13 PMTo:	Calger, Christopher F.; Milnthorp, Rob; Tycholiz, Barry; Lagrasta, Fred; Curry, Mike; Jacoby, Ben; Luce, Laura; Vickers, Frank W.; Llodra, John; Kroll, Heather; Redmond, Brian; Forster, David; Williams, Jaime; Miller, Don (Asset Mktg); Josey, Scott; Mrha, Jean; Baughman, Edward D.Cc:	Killen, FaithSubject:	End of quarter origination numbersQ3 now over, you will each be receiving in the internal mail a copy of the origination numbers associated with each of your groups.  Please could you ensure the numbers are both;(i) Correct, and (ii) Correctly allocatedShould employees have left the group or company please do not allocate the amount to another originator as this will distort the numbers, just leave the name of the employee and number in place although they have left.   These numbers will be used as a (obviously only one component) component of performance review.  As you know we also monitor the soft targets so please ensure these are correct too.   If you want to check your progress on soft targets - these are available from Faith.Please send all alterations to Faith Killen or call her on 30352.ThanksLouise",0
"Hi Louise,You had asked which companies these acronyms represented for billings last year.... -----Original Message-----From: 	Fellers, Diane R.  Sent:	Friday, September 28, 2001 1:41 PMTo:	Killen, FaithCc:	Leschber, EdieSubject:	Research AllocationsFaith,The names of the business units you requested are:EIC - Enron India Commercial (061P)ESS - Enron Southern Cone Support (061N)ELO - Enron CALME Operations (061M)Please let me know if there is any other information you need.Thanks,Diane",0
"Pretty much correct.  Actual is:Curry	$20,439,468Sukaly	$0 (somehow 4 midmarketing deals I did got credited to Sukaly so I moved the $27,602 to me!)Ahn	$12,181 (associate)Jester	$10,000 (just started in group a couple of months ago)Doug Gilbert-Smith supported me from the trading side to help get the wind deal done and he has been paid 50% of its value $18MM.  No one else was working with me on the wind deal other than support groups.  Portz in legal was instrumental in getting the contract done with Enron Wind.  Edith Cross and Greg Trefz in structuring also pulled long nights to get the deal approved.Thanks, - Mike",0
"Would I correct in saying the below, or should I check with Audrey?-----Original Message-----From: Walker, David P. [mailto:david-p.walker@ubsw.com]Sent: Tuesday, February 05, 2002 7:26 AMTo: Oxley, DavidSubject: QuestionWhat will the titles be for:Greg Whalley	President and CEO UBS Warburg EnergyJohn Lavorato	Managing Director, Head NYMEX tradingLouise Kitchen	Chief Operating Officer, UBS Warburg EnergyKevin Presto	Managing Director, Head East Power tradingThanks.DaveVisit our website at http://www.ubswarburg.comThis message contains confidential information and is intended only for the individual named.  If you are not the named addressee you should not disseminate, distribute or copy this e-mail.  Please notify the sender immediately by e-mail if you have received this e-mail by mistake and delete this e-mail from your system.E-mail transmission cannot be guaranteed to be secure or error-free as information could be intercepted, corrupted, lost, destroyed, arrive late or incomplete, or contain viruses.  The sender therefore does not accept liability for any errors or omissions in the contents of this message which arise as a result of e-mail transmission.  If verification is required please request a hard-copy version.  This message is provided for informational purposes and should not be construed as a solicitation or offer to buy or sell any securities or related financial instruments.",0
"As we discussed Friday, Frihart's agreement s/b converted from a 6-month offer to a 12 month agreement.  The following terms are acceptable: Base is sameUpfront payment is same$55cash/$55 equityRegards,Chris -----Original Message-----From: 	Vickers, Frank  Sent:	Monday, February 04, 2002 1:09 PMTo:	Calger, Christopher F.; Milnthorp, RobSubject:	FrihartI have had discussions with Bryant.  He was disappointed as to the reduction in the equity because as he says ""he is in this for the long run"". However, I can get him done at current structure if move 50/50 to 55/55.  Is that possible ? That adds a total of $10 k over a 2 year period with 50% cash ($5000) in the first year and 50% equity ($5000) in the back.  Seems like it should not be a deal breaker. Frank",0
"My current understanding is an anticipated close of February 8th (Friday). There are a number of matters we will need to communicate to employees between now and then. While we may decide that consolidating these matters into a single communication is not practical/desirable, I would like to make sure that all employee communications are co-ordinated. Below is an initial list of the general matters that we have currently identified as needing to be addressed with my understanding of who is taking the lead:HR Matters					Audrey Martin/David Oxley/Robert Jones/Neil DaviesDeadlines for o/s offersPayroll switch overFirst few checks to home addressBenefits coverage/electionsOrientationsEnron departure letter/processReturn of Enron proprietary documents/infoBuildings Access/Security Badges		Rocco Velpri/Bill Donovan/Cindy Olson/Wes ColwellNew badge arrangementsAccess to Enron premisesUse of Gym, Doctors office, Restaurant, kids centreAccess for Enron ee's to NETCo floorsOngoing Car parking, Bus passes et alCell phones/Blackberrys/Pagers		Wes Colwell/Jenny Rub/?Transfer arrangementsReturn of equipmentEmail addresses/Network Access/et al		Jenny Rub/?New logons/passwordsOld files return to EnronStationary and General Admin		Wes Colwell/Tammy ShepherdBusiness CardsLetterhead, et alOrdering of office suppliesReturn of Enron suppliesBusiness Expenses				Audrey Martin/David Oxley/Wes ColwellProcess going forwardTraining/procedures/payment scheduleReimb. of outstanding Enron expensesAll Employee Communications		Mark Palmer/ David WalkerOn launch celebration/bon voyageSubsequent update/mediumsPlease let me have your comments/recommendations on above. Given the NETCo employee list is not yet finalised, I will be the point of contact to confirm correct headcount and names.David",0
"A major bill for direct access at this time is SBXX 27.  This draft bill has language (Section 3 - part e) that would allow the CA DWR to get a fee from direct access customers who return to utility service to avoid imposing costs on other customers or the state. ESPs would have to pay the fee if they send their customers back to bundled utility service. The fee would be ""equivalent to any unvoidable costs imposed on the department's portfolio attributable to the load"" of the returning customer.  ESPs would be required to post a bond or demonstrate insurance coverage before they can serve customers. So far, this latter requirement only applies to ESPs who serve small customers, but I could envision this expanding to all ESPs.",0
"EXECUTIVE SUMMARY?	Senator Keeley Spearheads a New ""Plan B""?	State to Offer Little Aid in PG&E BankruptcyKeeley's Collective ""Plan B""Sources report that additional details for the Plan B have just been ironed out on the Assembly side.  The Assembly is working to announce a plan ""as soon as possible""; this announcement could come this afternoon.  If it is not this afternoon, it will be later this week.   Sources Report the Republicans were working with Keeley, but then felt shut out of the process, so they developed a plan of their own (a lightly publicized point last week).  However, sources believe that the Plan B is very likely to have enough Republican support to pass the Assembly.  The Senate will likely be a much tougher fight, but opposition to the plan remains pessimistic that they will be able to stop it.  The Senate appears likely to broaden the base of people who would have to pay the dedicated rate component, which will be unpopular.  Borrowing from elements of the Joe Nation and Florez ""Plan B's,"" Keeley's new plan is said to:?	Set up a dedicated rate component for SoCal to deal with part of their undercollect.  This dedicated rate component would apply more to ""high-end customers.""  Where the line would be drawn between who would pay and who would not is still subject to negotiation.  The size of the dedicated rate component is also subject to negotiation.  SoCal has suggested $3M for 10 to 12 years.  Note, sources report that at this time, a dedicated rate component for SoCal to pay for power going forward is NOT included in the Plan B that will be announced.  The Assembly is not certain whether this additional dedicated rate component will be needed.  If the bond issuance is enough to cover the cost of power purchases, no dedicated rate component for forward purchases will be needed.  By 2003 and 2004, enough additional generation should be online that power prices should be low.  Therefore, the key question becomes what will be the cost of power in 2002?  If the cost of power is high, rates may have to be increased at that time for SoCal to continue operating.?	The state would make a secured loan (secured against the transmission assets) to SoCal to pay back the remainder of the undercollect.  This loan would be paid back by SoCal granting the government a lower rate of return on the transmission system for a period of 10 to 15 years.  This provides an incentive for SoCal to sell its transmission system to the state, since it would not be making as much money from the system.  Were this to happen, the value would be credited toward the loan.?	In return, the state would receive the withdrawal with prejudice of the filed rate doctrine case.  Also, SoCal would reduce the price of native power generation.  Finally, business customers (including those that would have to pay the dedicated rate component) would have the right to apply for direct access to power.If this plan is passed, (better than 50/50 chance -as reported earlier) the constitutional challenge from Michael Sturmwasser is still likely to go forward.  This is because Sturmwasser is chiefly concerned with the fact that the plan results in a retroactive rate increase to pay SoCal's undercollect.  Sources believe it is likely that SoCal will eventually sell its transmission assets to the state if this plan is passed.  Therefore these assets would become municipal, making the reduction in the PUC's authority constitutional.Legislature Leaves PG&E to Throws of BankruptcyToday, there have been discussions concerning PG&E regarding ""Plan B"" and the legislature.   Currently, the legislature is NOT considering offering Keeley's ""Plan B"" solution to PG&E.  If the Plan B mentioned above passes the Senate, it is more likely that the state will purchase PG&E out of bankruptcy.  Both the Assembly and the Senate leadership are talking seriously about purchasing PG&E out of bankruptcy, though the Republicans remain strongly opposed.  The state then, would likely sell off pieces of PG&E (except for the transmission assets, which it would retain).",0
"Executive Summary:?	Undercollet Remains Sticking Point for Utility Creditors (especially QFs), involuntary bankruptcy likely if issue is not addressed in today's CAPUC hearings?	CAPUC Rate Increase Set at 40%, Pending DWR Power Purchase Details?	Davis Defends No Rate Increase Position, Distances Himself from CAPUCQF/Generator undercollect may be an invitation to involuntary bankruptcyAs reported last week, QF has sitting and waiting to hear what the CAPUC has to say, unfortunately it may not be what the QFs want to hear.  The utilities' undercollect, which will not be addressed in today's CAPUC hearings, could very well provide an invitation for QFs and generators to file involuntary bankruptcy against SoCal and PG&E.  Recent rate hikes proposed by the CAPUC specifically dictate that any revenue generated from rate increases cannot be used to pay off utility past debt, leaving the QF with little hope of recovery.  QFs were obviously dismayed by the CAPUC's draft order and if the decision is passed as it currently reads, an involuntary bankruptcy filing is still likely.CAPUC holds rate increase hearings todayAs reported yesterday, Loretta Lynch released the details of the CAPUC's draft rate increase order last night.  There is expected to be a 3 cent/kwh surcharge on power bills or roughly a 40% rate increase.  A portion of this ""surcharge"" will be given to the DWR to cover its costs and the order concludes that utilities need revenues on a going-forward basis.  Therefore, utilities can only use the revenues for power purchases going forward and are expressly forbidden from using this cash to pay down past debt (ex. QFs).  However, the utilities are ordered to resume payments to the QFs on a going-forward basis.  The net effect of the order is to allow the utilities to operate in case of bankruptcy.One interesting point in the draft is its decision which calls on the utilities to join  with the state in pursuing a refund on the amount overcharged for power by the generators.  The suggestion is that the utilities take legal action against the generators to recoup funds.  Only the funds recovered from generators can be used to pay down the utilities' past debt.  If the utilities choose this course of action, it would be a very lengthy process.  Davis contends with Lynch on CAPUC rate increases.Davis has thus far refused to support CAPUC's proposed rate increase stating the CAPUC decision making board is an independent body and that he continues to believe that a resolution can be found within the current rate structure.  Sources indicate that he is likely to ask for Lynch's letter of resignation, however, there is no indication she will comply.  Senator Burton, who supports the CAPUC's plan, reportedly will protect Lynch by not allowing her to be impeached (which is the only other way she could be removed by the governor).",0
